"y","a","b","c","d","e","f","g","h","id","j","k"
3.18431096815644,51.4202636660337,27.1252700659315,0.682701648212969,-16.6279742951177,56.1089514999735,4.61968394662369,3.58912249880681,-0.781868671686853,"ad00096",NA,0
4.07880210059325,90.9312531032765,43.2618761257244,0.945349402027205,1.57190720178122,47.0795724461737,31.243674833802,13.0669163890457,-4.61407845306658,"fh00071",NA,0
3.2866154206151,98.7196414930535,57.8134873483426,0.866916669998318,22.4871762536232,100.084311561846,29.0430864873909,20.3705054209996,2.28170479939517,"bc00034",11.231,0
3.58236578898134,89.0705696007346,34.8138291938505,0.599548725411296,11.1202738757893,-35.3544882782051,-5.61669753952836,5.21854256331056,-0.994889565016692,"eh00093",NA,0
3.18209953213897,44.8931214261622,38.228120390563,0.0103681338950992,13.6334255686369,72.3061072547019,6.09597626106438,11.6350655314254,1.28074782936656,"ax00045",NA,0
2.4641498483785,33.1119091083996,46.0406319804081,0.397603073623031,-48.0570719334392,20.4948534706942,6.49919700621825,14.2130265997388,0.444630993225251,"fi00044",NA,0
2.29487680938258,76.1423393681864,72.5233690951372,0.629332191776484,-2.86673061014089,-7.24189498941637,20.3970200427517,30.3544001498987,0.215779130587325,"bg00087",NA,0
3.18606791193887,32.7533380681292,21.9185377017217,0.727797775762156,50.3901315414688,-43.2393315140093,13.3478263364668,2.9876344120495,-3.1647979993176,"el00048",NA,0
2.92093838413329,67.0009239529535,47.4834813818247,0.463790281210095,-9.37785017929172,38.203063669896,25.651276365575,14.5922926940831,0.895767974416326,"fv00068",NA,0
2.88965178246818,88.083264343056,66.1115581125659,0.779179497854784,7.46920915035604,-0.712106970462146,17.4560993318429,21.8575466774181,2.1030571264583,"di00079",NA,0
1.87206599598632,39.4291436771461,63.10191907777,0.574271071702242,-24.9817269510988,17.2668582902034,29.3834542976885,23.6635377775908,-1.01527411558937,"eb00041",NA,0
3.53248693207936,55.0835688772486,33.1792229198307,0.883600365370512,-31.6781028410143,33.3373323486004,8.82495726717638,5.1403647697163,-3.62728318577096,"cq00086",NA,0
2.77841325587597,16.2111361736864,31.4593983209402,0.936088338959962,58.2224261024981,102.975411753917,0.82285814654065,4.70434847361076,2.13800318179521,"ec00035",NA,0
1.61886384368744,2.45848282706454,54.9336292906811,0.832691384013742,-77.5624495819131,28.6014786815107,6.86582986513347,17.2032128987839,-1.62373676032875,"dn00018",NA,0
3.47673030569075,38.8213052256739,24.1893664797722,0.0653833176475018,-6.20971993335506,140.794400247607,-6.97863834746593,2.09329664887919,-3.40838045374933,"ff00057",NA,0
